d,theta1,theta2
3.487341880798339844e+00,1.858999967575073242e+00,1.959999948740005493e-01
3.537974596023559570e+00,-1.099999994039535522e-01,9.999999776482582092e-03
3.537974596023559570e+00,-2.800000086426734924e-02,-2.464999914169311523e+00
3.537974596023559570e+00,1.784000039100646973e+00,1.595000028610229492e+00
3.537974596023559570e+00,1.805999994277954102e+00,1.819999963045120239e-01
3.588607549667358398e+00,-9.399999678134918213e-02,8.999999612569808960e-03
3.588607549667358398e+00,-3.200000151991844177e-02,-2.451999902725219727e+00
3.588607549667358398e+00,1.748999953269958496e+00,1.650000065565109253e-01
3.588607549667358398e+00,1.799000024795532227e+00,1.567999958992004395e+00
3.639240503311157227e+00,-7.900000363588333130e-02,8.999999612569808960e-03
3.639240503311157227e+00,-3.700000047683715820e-02,-2.437000036239624023e+00
3.639240503311157227e+00,1.677999973297119141e+00,1.459999978542327881e-01
3.639240503311157227e+00,1.812000036239624023e+00,1.539000034332275391e+00
3.639240503311157227e+00,1.812000036239624023e+00,1.539999961853027344e+00
3.689873456954956055e+00,-6.599999964237213135e-02,8.999999612569808960e-03
3.689873456954956055e+00,-4.100000113248825073e-02,-2.421999931335449219e+00
3.689873456954956055e+00,1.822000026702880859e+00,1.508999943733215332e+00
3.740506410598754883e+00,-5.400000140070915222e-02,8.999999612569808960e-03
3.740506410598754883e+00,-4.600000008940696716e-02,-2.404999971389770508e+00
3.740506410598754883e+00,1.828999996185302734e+00,1.476999998092651367e+00
3.791139125823974609e+00,-5.099999904632568359e-02,-2.387000083923339844e+00
3.791139125823974609e+00,-4.300000146031379700e-02,9.999999776482582092e-03
3.791139125823974609e+00,1.832999944686889648e+00,1.444000005722045898e+00
3.841772079467773438e+00,-5.700000002980232239e-02,-2.367000102996826172e+00
3.841772079467773438e+00,-3.299999982118606567e-02,9.999999776482582092e-03
3.841772079467773438e+00,1.832999944686889648e+00,1.407999992370605469e+00
3.892405033111572266e+00,-6.300000101327896118e-02,-2.345999956130981445e+00
3.892405033111572266e+00,-2.300000004470348358e-02,1.099999994039535522e-02
3.892405033111572266e+00,1.830000042915344238e+00,1.370000004768371582e+00
3.943037986755371094e+00,-7.000000029802322388e-02,-2.322999954223632812e+00
3.943037986755371094e+00,-1.499999966472387314e-02,1.099999994039535522e-02
3.943037986755371094e+00,1.824000000953674316e+00,1.327999949455261230e+00
3.993670940399169922e+00,-7.900000363588333130e-02,-2.299000024795532227e+00
3.993670940399169922e+00,-7.000000216066837311e-03,1.200000010430812836e-02
3.993670940399169922e+00,1.812999963760375977e+00,1.279999971389770508e+00
4.044303894042968750e+00,-8.900000154972076416e-02,-2.273000001907348633e+00
4.044303894042968750e+00,1.000000047497451305e-03,1.300000026822090149e-02
4.044303894042968750e+00,1.794999957084655762e+00,1.217000007629394531e+00
4.094936847686767578e+00,-1.000000014901161194e-01,-2.246000051498413086e+00
4.094936847686767578e+00,8.000000379979610443e-03,1.300000026822090149e-02
4.145569801330566406e+00,-1.150000020861625671e-01,-2.217000007629394531e+00
4.145569801330566406e+00,1.400000043213367462e-02,1.400000043213367462e-02
4.196202754974365234e+00,-1.319999992847442627e-01,-2.187000036239624023e+00
4.196202754974365234e+00,2.099999971687793732e-02,1.499999966472387314e-02
4.246835231781005859e+00,-1.539999991655349731e-01,-2.155999898910522461e+00
4.246835231781005859e+00,2.600000053644180298e-02,1.600000075995922089e-02
4.297468185424804688e+00,-1.809999942779541016e-01,-2.125000000000000000e+00
4.297468185424804688e+00,3.200000151991844177e-02,1.700000092387199402e-02
4.297468185424804688e+00,3.900000080466270447e-02,2.648999929428100586e+00
4.348101139068603516e+00,-2.140000015497207642e-01,-2.095000028610229492e+00
4.348101139068603516e+00,-2.140000015497207642e-01,-2.094000101089477539e+00
4.348101139068603516e+00,3.700000047683715820e-02,1.799999922513961792e-02
4.348101139068603516e+00,6.700000166893005371e-02,2.553999900817871094e+00
4.398734092712402344e+00,-2.529999911785125732e-01,-2.065999984741210938e+00
4.398734092712402344e+00,-2.520000040531158447e-01,-2.065999984741210938e+00
4.398734092712402344e+00,4.100000113248825073e-02,1.899999938905239105e-02
4.398734092712402344e+00,4.199999943375587463e-02,1.899999938905239105e-02
4.398734092712402344e+00,8.799999952316284180e-02,2.503000020980834961e+00
4.449367046356201172e+00,-2.960000038146972656e-01,-2.040999889373779297e+00
4.449367046356201172e+00,4.600000008940696716e-02,1.999999955296516418e-02
4.449367046356201172e+00,1.059999987483024597e-01,2.467999935150146484e+00
4.500000000000000000e+00,5.000000074505805969e-02,2.099999971687793732e-02
