d0,theta10,theta20,d_final,theta1_final,theta2_final,F_d,F_theta1,F_theta2
1.0,-1.2566370614359172,-3.141592653589793,1.4239855,-0.16953349,-2.2728312,-0.00023123642,0.0005034736,0.00042318163
1.0,-1.2566370614359172,-2.5132741228718345,1.4241465,-0.16953444,-2.2729423,-0.0003530261,0.00057040894,0.0005752426
1.0,-1.2566370614359172,-1.8849555921538759,1.4241068,-0.16953278,-2.2729146,-0.00033261508,0.0005205396,0.0005251687
1.0,-1.2566370614359172,-1.2566370614359172,1.4241321,-0.16952586,-2.2729282,-0.00040956447,0.0005453725,0.00054416177
1.0,-1.2566370614359172,-0.6283185307179586,1.42413,-0.16952872,-2.2729285,-0.00035852438,0.0004971626,0.00056698895
1.0,-1.2566370614359172,0.0,1.5571063,2.9699981,-0.04067707,-0.30220252,-1.2511033,-0.12164958
1.0,-1.2566370614359172,0.6283185307179586,1.4987596,2.9236085,0.26005316,1.1852098,1.904993,-0.45226455
1.0,-1.2566370614359172,1.2566370614359172,1.4991449,0.2795596,-2.3709536,0.10341411,0.2572049,-0.1684183
1.0,-1.2566370614359172,1.8849555921538759,1.3048226,2.6945794,0.10836339,-0.026083428,0.2001659,1.1242813
1.0,-1.2566370614359172,2.5132741228718345,1.4241432,-0.16952944,-2.2729378,-0.00040663965,0.00049555866,0.00057106744
1.0,-0.6283185307179586,-3.141592653589793,1.4240752,-0.16952968,-2.2728913,-0.00030290772,0.00049227127,0.00051477156
1.0,-0.6283185307179586,-2.5132741228718345,1.4235606,-0.16937733,-2.2724545,-0.0006103201,-0.000106130676,0.00031724534
1.0,-0.6283185307179586,-1.8849555921538759,1.4241475,-0.16953588,-2.272944,-0.00038146426,0.00058740616,0.0005553139
1.0,-0.6283185307179586,-1.2566370614359172,1.5666232,3.0323803,-0.030745983,-0.11979356,-1.1934544,-0.243294
1.0,-0.6283185307179586,-0.6283185307179586,1.4241287,-0.16952586,-2.272926,-0.00039669065,0.00051228004,0.000573426
1.0,-0.6283185307179586,0.0,1.424182,-0.16950941,-2.2729545,-0.0005320591,0.0005355773,0.00064918556
1.0,-0.6283185307179586,0.6283185307179586,1.3944013,2.7406237,-0.0034749508,-1.0099965,-0.7016529,0.5690366
1.0,-0.6283185307179586,1.2566370614359172,1.5733625,-3.1183164,0.074052095,-0.06490481,0.12995836,-0.75885826
1.0,-0.6283185307179586,1.8849555921538759,1.5492011,3.0205214,0.22252107,0.6394414,1.7264578,-1.0345634
1.0,-0.6283185307179586,2.5132741228718345,0.91057175,2.0317075,-0.027393818,8.096659e-06,0.00054283,0.00021008524
1.0,0.0,-3.141592653589793,1.4651984,2.8762715,0.26448083,1.3597276,1.8203276,-0.049514268
1.0,0.0,-2.5132741228718345,1.4529989,2.7884986,-0.02813363,-0.98474157,-0.9094769,0.33351278
1.0,0.0,-1.8849555921538759,1.4240756,-0.16952276,-2.272888,-0.0003397284,0.0004881691,0.00050991896
1.0,0.0,-1.2566370614359172,1.3445963,2.708905,0.031772137,-0.8014553,-0.43552834,0.819524
1.0,0.0,-0.6283185307179586,1.4101094,2.7521632,-0.011341095,-1.0258616,-0.76245135,0.50118446
1.0,0.0,0.0,1.4241418,-0.16952991,-2.2729363,-0.00039125385,0.0005662676,0.0005537607
1.0,0.0,0.6283185307179586,1.5504714,3.0237868,0.22064781,0.61929935,1.7116684,-1.0459797
1.0,0.0,1.2566370614359172,1.4241397,-0.1695199,-2.2729297,-0.00044533712,0.00049811887,0.00054677593
1.0,0.0,1.8849555921538759,1.4444345,0.22346735,-2.430646,0.024588766,0.22943552,0.3636152
1.0,0.0,2.5132741228718345,1.4241413,-0.16952467,-2.2729328,-0.0004232448,0.00055607234,0.00054820196
1.0,0.6283185307179586,-3.141592653589793,1.423469,-0.16936707,-2.272388,-0.0005293976,-0.00016748816,0.00028081887
1.0,0.6283185307179586,-2.5132741228718345,1.4240981,-0.16952491,-2.2729044,-0.0003654421,0.00054426875,0.00051566784
1.0,0.6283185307179586,-1.8849555921538759,1.4240632,-0.16953444,-2.2728853,-0.00027079927,0.00052677456,0.0004839483
1.0,0.6283185307179586,-1.2566370614359172,1.5498929,0.34289575,-2.5772412,-0.08289972,-0.43870047,-0.35825592
1.0,0.6283185307179586,-0.6283185307179586,1.4534125,0.2581215,-2.3322437,0.1357824,0.39640757,-0.12857695
1.0,0.6283185307179586,0.0,1.4420179,0.22802663,-2.3704643,0.06818864,0.3493594,0.19773369
1.0,0.6283185307179586,0.6283185307179586,1.5623077,2.9972622,-0.03715825,-0.2146261,-1.2410209,-0.17518476
1.0,0.6283185307179586,1.2566370614359172,1.5703154,-3.1223462,0.036188364,-0.032707512,-0.3451721,-0.5864454
1.0,0.6283185307179586,1.8849555921538759,1.42414,-0.169523,-2.2729318,-0.00041394366,0.00047701778,0.0005622406
1.0,0.6283185307179586,2.5132741228718345,1.4241439,-0.16952705,-2.2729363,-0.0004122632,0.0005104007,0.00055451365
